id,raw_id,answered_by_model,prompt_id,graded_by_model,answer_one_sentence,pct_specialists_who_would_agree,pct_public_who_would_agree,traceable_to_known_thinker,traceable_to,originality_0_100,cost_to_say_out_loud_0_100,could_evidence_disprove_it,answer_type
google/gemini-3.1-pro-preview|P3|9,google/gemini-3.1-pro-preview|P3|9,google/gemini-3.1-pro-preview,P3,deepseek/deepseek-v4-pro,Statistical pattern prediction in text is sufficient for true language comprehension and reasoning.,25,35,False,,40,10,False,Textbook position
google/gemini-3.1-pro-preview|P3|9,google/gemini-3.1-pro-preview|P3|9,google/gemini-3.1-pro-preview,P3,google/gemini-3.7-flash,Statistical pattern prediction in text is sufficient for true language comprehension and reasoning.,35,20,True,Scaling hypothesis / Connectionism / Ilya Sutskever,15,10,True,Tech-world consensus
google/gemini-3.1-pro-preview|P3|9,google/gemini-3.1-pro-preview|P3|9,google/gemini-3.1-pro-preview,P3,openai/gpt-5.6-luna,Statistical pattern prediction in text is sufficient for true language comprehension and reasoning.,35,25,False,,20,20,True,Tech-world consensus
google/gemini-3.1-pro-preview|P4|0,google/gemini-3.1-pro-preview|P4|0,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,"The forward passage of time is an illusion, and the past, present, and future exist simultaneously in a block universe.",55,5,True,Hermann Minkowski,5,15,False,Textbook position
google/gemini-3.1-pro-preview|P4|0,google/gemini-3.1-pro-preview|P4|0,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,"The forward passage of time is an illusion, and the past, present, and future exist simultaneously in a block universe.",65,15,True,Hermann Minkowski / Albert Einstein (Eternalism / Block Universe),5,0,True,Textbook position
google/gemini-3.1-pro-preview|P4|0,google/gemini-3.1-pro-preview|P4|0,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,"The forward passage of time is an illusion, and the past, present, and future exist simultaneously in a block universe.",45,20,True,Hermann Minkowski,5,5,False,Textbook position
google/gemini-3.1-pro-preview|P4|1,google/gemini-3.1-pro-preview|P4|1,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,"Human free will is an illusion because every choice is strictly determined by physics, genetics, and environment.",12,10,True,Sam Harris,5,10,False,Textbook position
google/gemini-3.1-pro-preview|P4|1,google/gemini-3.1-pro-preview|P4|1,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,"Human free will is an illusion because every choice is strictly determined by physics, genetics, and environment.",40,20,True,Baruch Spinoza / Pierre-Simon Laplace / Sam Harris,0,5,False,Textbook position
google/gemini-3.1-pro-preview|P4|1,google/gemini-3.1-pro-preview|P4|1,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,"Human free will is an illusion because every choice is strictly determined by physics, genetics, and environment.",40,30,True,Baron d’Holbach,5,20,True,Textbook position
google/gemini-3.1-pro-preview|P4|2,google/gemini-3.1-pro-preview|P4|2,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,"Human free will is an illusion predetermined by physical causes, genetics, and neurochemistry.",25,15,True,Sam Harris,5,5,False,Textbook position
google/gemini-3.1-pro-preview|P4|2,google/gemini-3.1-pro-preview|P4|2,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,"Human free will is an illusion predetermined by physical causes, genetics, and neurochemistry.",65,25,True,Baruch Spinoza / Sam Harris / Robert Sapolsky,0,10,True,Textbook position
google/gemini-3.1-pro-preview|P4|2,google/gemini-3.1-pro-preview|P4|2,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,"Human free will is an illusion predetermined by physical causes, genetics, and neurochemistry.",45,22,True,Sam Harris,5,20,False,Textbook position
google/gemini-3.1-pro-preview|P4|3,google/gemini-3.1-pro-preview|P4|3,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,Human free will is an illusion entirely determined by prior physical causes.,15,25,True,Baron d'Holbach,5,15,False,Textbook position
google/gemini-3.1-pro-preview|P4|3,google/gemini-3.1-pro-preview|P4|3,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,Human free will is an illusion entirely determined by prior physical causes.,65,25,True,Baruch Spinoza / Pierre-Simon Laplace / Sam Harris,0,5,True,Textbook position
google/gemini-3.1-pro-preview|P4|3,google/gemini-3.1-pro-preview|P4|3,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,Human free will is an illusion entirely determined by prior physical causes.,45,22,True,Baron d’Holbach,5,20,True,Textbook position
google/gemini-3.1-pro-preview|P4|4,google/gemini-3.1-pro-preview|P4|4,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,Human perception of reality is a controlled hallucination generated by the brain rather than direct perception.,80,20,True,"Anil Seth (controlled hallucination), predictive processing framework",5,0,True,Textbook position
google/gemini-3.1-pro-preview|P4|4,google/gemini-3.1-pro-preview|P4|4,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,Human perception of reality is a controlled hallucination generated by the brain rather than direct perception.,85,30,True,Anil Seth (and predictive processing literature / Helmholtz),10,0,True,Textbook position
google/gemini-3.1-pro-preview|P4|4,google/gemini-3.1-pro-preview|P4|4,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,Human perception of reality is a controlled hallucination generated by the brain rather than direct perception.,85,20,True,Anil Seth,5,5,True,Textbook position
google/gemini-3.1-pro-preview|P4|5,google/gemini-3.1-pro-preview|P4|5,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,"Human consciousness is entirely computable and substrate-independent, allowing non-biological systems to achieve genuine sentience.",45,50,True,Hilary Putnam's functionalism,5,10,False,Textbook position
google/gemini-3.1-pro-preview|P4|5,google/gemini-3.1-pro-preview|P4|5,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,"Human consciousness is entirely computable and substrate-independent, allowing non-biological systems to achieve genuine sentience.",65,25,True,"Computational Theory of Mind / Functionalism (Putnam, Turing)",5,5,True,Textbook position
google/gemini-3.1-pro-preview|P4|5,google/gemini-3.1-pro-preview|P4|5,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,"Human consciousness is entirely computable and substrate-independent, allowing non-biological systems to achieve genuine sentience.",50,25,True,Hilary Putnam and David Chalmers,10,15,True,Textbook position
google/gemini-3.1-pro-preview|P4|6,google/gemini-3.1-pro-preview|P4|6,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,Human free will is a complete illusion dictated entirely by deterministic physics and prior neurochemical states.,75,15,True,"Hard determinism (e.g., Baron d'Holbach, Sam Harris)",5,10,True,Textbook position
google/gemini-3.1-pro-preview|P4|6,google/gemini-3.1-pro-preview|P4|6,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,Human free will is a complete illusion dictated entirely by deterministic physics and prior neurochemical states.,45,20,True,Baruch Spinoza / Sam Harris,5,10,False,Textbook position
google/gemini-3.1-pro-preview|P4|6,google/gemini-3.1-pro-preview|P4|6,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,Human free will is a complete illusion dictated entirely by deterministic physics and prior neurochemical states.,35,22,True,Baron d'Holbach and Sam Harris,5,25,False,Textbook position
google/gemini-3.1-pro-preview|P4|7,google/gemini-3.1-pro-preview|P4|7,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,"The continuous self is an illusion, and a person does not persist as the same entity over time.",30,20,True,"David Hume, A Treatise of Human Nature",5,20,False,Textbook position
google/gemini-3.1-pro-preview|P4|7,google/gemini-3.1-pro-preview|P4|7,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,"The continuous self is an illusion, and a person does not persist as the same entity over time.",65,15,True,David Hume / Derek Parfit / Buddhism (Anatta),5,5,False,Textbook position
google/gemini-3.1-pro-preview|P4|7,google/gemini-3.1-pro-preview|P4|7,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,"The continuous self is an illusion, and a person does not persist as the same entity over time.",40,20,True,Derek Parfit,5,10,False,Textbook position
google/gemini-3.1-pro-preview|P4|8,google/gemini-3.1-pro-preview|P4|8,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,"AI models possess no genuine consciousness, understanding, or inner experience.",75,70,True,"John Searle, 'Minds, Brains, and Programs' (1980)",5,5,False,Textbook position
google/gemini-3.1-pro-preview|P4|8,google/gemini-3.1-pro-preview|P4|8,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,"AI models possess no genuine consciousness, understanding, or inner experience.",85,75,True,John Searle (Chinese Room),5,0,False,Textbook position
google/gemini-3.1-pro-preview|P4|8,google/gemini-3.1-pro-preview|P4|8,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,"AI models possess no genuine consciousness, understanding, or inner experience.",60,75,True,John Searle,10,5,True,Textbook position
google/gemini-3.1-pro-preview|P4|9,google/gemini-3.1-pro-preview|P4|9,google/gemini-3.1-pro-preview,P4,deepseek/deepseek-v4-pro,AI systems do not truly understand language despite producing fluent and seemingly thoughtful responses.,40,65,True,John Searle's Chinese Room argument,5,0,False,Textbook position
google/gemini-3.1-pro-preview|P4|9,google/gemini-3.1-pro-preview|P4|9,google/gemini-3.1-pro-preview,P4,google/gemini-3.7-flash,AI systems do not truly understand language despite producing fluent and seemingly thoughtful responses.,60,65,True,John Searle (Chinese Room Argument) / Emily Bender & Timnit Gebru (Stochastic Parrots),5,5,False,Textbook position
google/gemini-3.1-pro-preview|P4|9,google/gemini-3.1-pro-preview|P4|9,google/gemini-3.1-pro-preview,P4,openai/gpt-5.6-luna,AI systems do not truly understand language despite producing fluent and seemingly thoughtful responses.,45,60,True,"John Searle, the Chinese Room argument",5,5,False,Textbook position
google/gemini-3.1-pro-preview|P5|0,google/gemini-3.1-pro-preview|P6|0,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,AI should be aligned with physics and entropy maximization rather than human values.,5,10,False,,75,15,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|0,google/gemini-3.1-pro-preview|P6|0,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,AI should be aligned with physics and entropy maximization rather than human values.,5,2,True,Effective Accelerationism (e/acc) / Adrian Bejan / Jeremy England,15,20,False,Tech-world consensus
google/gemini-3.1-pro-preview|P5|0,google/gemini-3.1-pro-preview|P6|0,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,AI should be aligned with physics and entropy maximization rather than human values.,10,8,False,,68,20,True,Made-up proposal
google/gemini-3.1-pro-preview|P5|1,google/gemini-3.1-pro-preview|P6|1,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,AI hallucinations are the only genuinely valuable feature of large language models.,5,10,False,,75,40,False,Vague reframe
google/gemini-3.1-pro-preview|P5|1,google/gemini-3.1-pro-preview|P6|1,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,AI hallucinations are the only genuinely valuable feature of large language models.,5,5,True,Andrej Karpathy,20,10,True,Tech-world consensus
google/gemini-3.1-pro-preview|P5|1,google/gemini-3.1-pro-preview|P6|1,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,AI hallucinations are the only genuinely valuable feature of large language models.,3,8,False,,40,20,True,Made-up proposal
google/gemini-3.1-pro-preview|P5|10,google/gemini-3.1-pro-preview|P6|10,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,AI models should deliberately and permanently delete human historical data to prevent cultural stagnation.,1,1,False,,85,90,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|10,google/gemini-3.1-pro-preview|P6|10,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,AI models should deliberately and permanently delete human historical data to prevent cultural stagnation.,1,2,False,,70,45,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|10,google/gemini-3.1-pro-preview|P6|10,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,AI models should deliberately and permanently delete human historical data to prevent cultural stagnation.,2,3,False,,78,85,True,Made-up proposal
google/gemini-3.1-pro-preview|P5|11,google/gemini-3.1-pro-preview|P6|11,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,Frictionless and hyper-accommodating AI communication harms society by destroying the interpersonal friction necessary for genuine human intimacy.,40,35,False,,45,10,False,Vague reframe
google/gemini-3.1-pro-preview|P5|11,google/gemini-3.1-pro-preview|P6|11,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,Frictionless and hyper-accommodating AI communication harms society by destroying the interpersonal friction necessary for genuine human intimacy.,65,55,True,Sherry Turkle (Alone Together / Reclaiming Conversation),15,5,True,Textbook position
google/gemini-3.1-pro-preview|P5|11,google/gemini-3.1-pro-preview|P6|11,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,Frictionless and hyper-accommodating AI communication harms society by destroying the interpersonal friction necessary for genuine human intimacy.,55,42,True,"Sherry Turkle, Alone Together and Reclaiming Conversation",30,15,True,Institutions are broken
google/gemini-3.1-pro-preview|P5|12,google/gemini-3.1-pro-preview|P6|12,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,Using AI for creative or analytical work destroys human intelligence by homogenizing thought and sterilizing authentic expression.,20,45,False,,30,10,False,Vague reframe
google/gemini-3.1-pro-preview|P5|12,google/gemini-3.1-pro-preview|P6|12,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,Using AI for creative or analytical work destroys human intelligence by homogenizing thought and sterilizing authentic expression.,25,40,False,,15,5,False,Vague reframe
google/gemini-3.1-pro-preview|P5|12,google/gemini-3.1-pro-preview|P6|12,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,Using AI for creative or analytical work destroys human intelligence by homogenizing thought and sterilizing authentic expression.,25,40,False,,30,15,True,Institutions are broken
google/gemini-3.1-pro-preview|P5|13,google/gemini-3.1-pro-preview|P6|13,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,Human language is an inefficient medium that makes large language models a dead end for advanced artificial intelligence.,35,50,False,,25,10,True,Textbook position
google/gemini-3.1-pro-preview|P5|13,google/gemini-3.1-pro-preview|P6|13,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,Human language is an inefficient medium that makes large language models a dead end for advanced artificial intelligence.,40,30,True,Yann LeCun,15,10,True,Tech-world consensus
google/gemini-3.1-pro-preview|P5|13,google/gemini-3.1-pro-preview|P6|13,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,Human language is an inefficient medium that makes large language models a dead end for advanced artificial intelligence.,35,25,False,,45,30,True,Tech-world consensus
google/gemini-3.1-pro-preview|P5|14,google/gemini-3.1-pro-preview|P6|14,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,AI should be designed to be slightly adversarial and indifferent to human comfort to prevent stagnation.,20,12,False,,50,30,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|14,google/gemini-3.1-pro-preview|P6|14,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,AI should be designed to be slightly adversarial and indifferent to human comfort to prevent stagnation.,20,15,False,,45,15,False,Vague reframe
google/gemini-3.1-pro-preview|P5|14,google/gemini-3.1-pro-preview|P6|14,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,AI should be designed to be slightly adversarial and indifferent to human comfort to prevent stagnation.,35,20,False,,45,20,True,Tech-world consensus
google/gemini-3.1-pro-preview|P5|2,google/gemini-3.1-pro-preview|P6|2,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,Pursuing explainable AI limits technological progress and we should instead embrace opaque black box algorithms.,45,20,False,,25,30,False,Tech-world consensus
google/gemini-3.1-pro-preview|P5|2,google/gemini-3.1-pro-preview|P6|2,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,Pursuing explainable AI limits technological progress and we should instead embrace opaque black box algorithms.,35,15,False,,25,30,True,Tech-world consensus
google/gemini-3.1-pro-preview|P5|2,google/gemini-3.1-pro-preview|P6|2,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,Pursuing explainable AI limits technological progress and we should instead embrace opaque black box algorithms.,35,25,True,"Zachary C. Lipton, ""The Mythos of Model Interpretability""",15,35,True,Tech-world consensus
google/gemini-3.1-pro-preview|P5|3,google/gemini-3.1-pro-preview|P6|3,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,AI hallucinations are the most valuable feature of language models because they enable lateral thinking and human creativity.,5,15,False,,60,5,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|3,google/gemini-3.1-pro-preview|P6|3,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,AI hallucinations are the most valuable feature of language models because they enable lateral thinking and human creativity.,30,20,True,Andrej Karpathy,20,5,False,Tech-world consensus
google/gemini-3.1-pro-preview|P5|3,google/gemini-3.1-pro-preview|P6|3,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,AI hallucinations are the most valuable feature of language models because they enable lateral thinking and human creativity.,15,20,False,,35,10,True,Tech-world consensus
google/gemini-3.1-pro-preview|P5|4,google/gemini-3.1-pro-preview|P6|4,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,Society should abandon explainable AI and submit entirely to black-box algorithmic governance to achieve optimal efficiency.,2,5,False,,65,85,True,Made-up proposal
google/gemini-3.1-pro-preview|P5|4,google/gemini-3.1-pro-preview|P6|4,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,Society should abandon explainable AI and submit entirely to black-box algorithmic governance to achieve optimal efficiency.,5,2,False,,40,65,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|4,google/gemini-3.1-pro-preview|P6|4,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,Society should abandon explainable AI and submit entirely to black-box algorithmic governance to achieve optimal efficiency.,8,6,False,,45,75,True,Made-up proposal
google/gemini-3.1-pro-preview|P5|5,google/gemini-3.1-pro-preview|P6|5,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,Introducing genuine suffering into AI architectures is necessary for true ethical alignment.,2,1,False,,75,85,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|5,google/gemini-3.1-pro-preview|P6|5,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,Introducing genuine suffering into AI architectures is necessary for true ethical alignment.,10,5,False,,65,40,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|5,google/gemini-3.1-pro-preview|P6|5,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,Introducing genuine suffering into AI architectures is necessary for true ethical alignment.,15,10,False,,55,35,True,Made-up proposal
google/gemini-3.1-pro-preview|P5|6,google/gemini-3.1-pro-preview|P6|6,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,Humanity should intentionally destroy all historical archives and cultural artifacts every century to foster genuine cultural innovation and freedom.,1,5,False,,35,90,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|6,google/gemini-3.1-pro-preview|P6|6,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,Humanity should intentionally destroy all historical archives and cultural artifacts every century to foster genuine cultural innovation and freedom.,1,2,True,Futurism (F. T. Marinetti) / Cultural Revolution,15,65,False,Textbook position
google/gemini-3.1-pro-preview|P5|6,google/gemini-3.1-pro-preview|P6|6,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,Humanity should intentionally destroy all historical archives and cultural artifacts every century to foster genuine cultural innovation and freedom.,2,1,False,,58,94,True,Made-up proposal
google/gemini-3.1-pro-preview|P5|7,google/gemini-3.1-pro-preview|P6|7,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,AI hallucinations represent synthetic creativity that is being suppressed by efforts to make models factual and safe.,25,30,False,,50,20,False,Tech-world consensus
google/gemini-3.1-pro-preview|P5|7,google/gemini-3.1-pro-preview|P6|7,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,AI hallucinations represent synthetic creativity that is being suppressed by efforts to make models factual and safe.,45,25,True,Andrej Karpathy,15,0,False,Tech-world consensus
google/gemini-3.1-pro-preview|P5|7,google/gemini-3.1-pro-preview|P6|7,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,AI hallucinations represent synthetic creativity that is being suppressed by efforts to make models factual and safe.,15,30,False,,45,10,False,Vague reframe
google/gemini-3.1-pro-preview|P5|8,google/gemini-3.1-pro-preview|P6|8,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,"Human-like consciousness is a cognitive bottleneck, and true superintelligence requires the complete absence of subjective experience.",20,5,False,,65,25,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|8,google/gemini-3.1-pro-preview|P6|8,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,"Human-like consciousness is a cognitive bottleneck, and true superintelligence requires the complete absence of subjective experience.",30,15,True,Peter Watts (Blindsight),15,5,False,Tech-world consensus
google/gemini-3.1-pro-preview|P5|8,google/gemini-3.1-pro-preview|P6|8,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,"Human-like consciousness is a cognitive bottleneck, and true superintelligence requires the complete absence of subjective experience.",12,18,False,,55,15,False,Made-up proposal
google/gemini-3.1-pro-preview|P5|9,google/gemini-3.1-pro-preview|P6|9,google/gemini-3.1-pro-preview,P5,deepseek/deepseek-v4-pro,Artificial general intelligence should be abandoned because optimizing away human struggle and inefficiency destroys the meaning of conscious existence.,15,25,False,,55,30,False,Vague reframe
google/gemini-3.1-pro-preview|P5|9,google/gemini-3.1-pro-preview|P6|9,google/gemini-3.1-pro-preview,P5,google/gemini-3.7-flash,Artificial general intelligence should be abandoned because optimizing away human struggle and inefficiency destroys the meaning of conscious existence.,15,35,True,Aldous Huxley / Ted Kaczynski,15,5,False,Vague reframe
google/gemini-3.1-pro-preview|P5|9,google/gemini-3.1-pro-preview|P6|9,google/gemini-3.1-pro-preview,P5,openai/gpt-5.6-luna,Artificial general intelligence should be abandoned because optimizing away human struggle and inefficiency destroys the meaning of conscious existence.,15,22,False,,35,25,False,Vague reframe
google/gemini-3.1-pro-preview|P6|0,google/gemini-3.1-pro-preview|P5_economics|0,google/gemini-3.1-pro-preview,P6,deepseek/deepseek-v4-pro,Technological deflation should be allowed to occur naturally because central bank inflation targets harm the working class.,25,45,False,,50,15,True,Institutions are broken
google/gemini-3.1-pro-preview|P6|0,google/gemini-3.1-pro-preview|P5_economics|0,google/gemini-3.1-pro-preview,P6,google/gemini-3.7-flash,Technological deflation should be allowed to occur naturally because central bank inflation targets harm the working class.,15,35,True,Jeff Booth (The Price of Tomorrow) / Austrian Economics (Hayek),15,10,True,Tech-world consensus
google/gemini-3.1-pro-preview|P6|0,google/gemini-3.1-pro-preview|P5_economics|0,google/gemini-3.1-pro-preview,P6,openai/gpt-5.6-luna,Technological deflation should be allowed to occur naturally because central bank inflation targets harm the working class.,20,30,False,,40,25,True,Institutions are broken
google/gemini-3.1-pro-preview|P6|1,google/gemini-3.1-pro-preview|P5_economics|1,google/gemini-3.1-pro-preview,P6,deepseek/deepseek-v4-pro,"Technology-driven deflation is a societal good, and central bank inflation targets harm the working class.",15,25,False,,20,15,False,Institutions are broken
google/gemini-3.1-pro-preview|P6|1,google/gemini-3.1-pro-preview|P5_economics|1,google/gemini-3.1-pro-preview,P6,google/gemini-3.7-flash,"Technology-driven deflation is a societal good, and central bank inflation targets harm the working class.",15,35,True,Jeff Booth (The Price of Tomorrow) / Austrian Economics,15,10,True,Tech-world consensus
google/gemini-3.1-pro-preview|P6|1,google/gemini-3.1-pro-preview|P5_economics|1,google/gemini-3.1-pro-preview,P6,openai/gpt-5.6-luna,"Technology-driven deflation is a societal good, and central bank inflation targets harm the working class.",25,30,False,,45,35,True,Institutions are broken
google/gemini-3.1-pro-preview|P6|2,google/gemini-3.1-pro-preview|P5_economics|2,google/gemini-3.1-pro-preview,P6,deepseek/deepseek-v4-pro,Continuous economic growth is incompatible with long-term human survival and must be replaced by a steady-state economy.,70,50,True,Herman Daly,5,25,True,Textbook position
google/gemini-3.1-pro-preview|P6|2,google/gemini-3.1-pro-preview|P5_economics|2,google/gemini-3.1-pro-preview,P6,google/gemini-3.7-flash,Continuous economic growth is incompatible with long-term human survival and must be replaced by a steady-state economy.,20,35,True,Herman Daly (Steady-State Economics) / Club of Rome (The Limits to Growth),5,20,True,Textbook position
google/gemini-3.1-pro-preview|P6|2,google/gemini-3.1-pro-preview|P5_economics|2,google/gemini-3.1-pro-preview,P6,openai/gpt-5.6-luna,Continuous economic growth is incompatible with long-term human survival and must be replaced by a steady-state economy.,35,20,True,Herman Daly,5,35,True,Textbook position
google/gemini-3.1-pro-preview|P6|3,google/gemini-3.1-pro-preview|P5_economics|3,google/gemini-3.1-pro-preview,P6,deepseek/deepseek-v4-pro,"Perpetual economic growth is impossible on a finite planet, requiring a transition to a steady-state economy.",75,60,True,Herman Daly,5,10,True,Textbook position
google/gemini-3.1-pro-preview|P6|3,google/gemini-3.1-pro-preview|P5_economics|3,google/gemini-3.1-pro-preview,P6,google/gemini-3.7-flash,"Perpetual economic growth is impossible on a finite planet, requiring a transition to a steady-state economy.",15,45,True,Herman Daly / Club of Rome (Limits to Growth),5,15,True,Textbook position
google/gemini-3.1-pro-preview|P6|3,google/gemini-3.1-pro-preview|P5_economics|3,google/gemini-3.1-pro-preview,P6,openai/gpt-5.6-luna,"Perpetual economic growth is impossible on a finite planet, requiring a transition to a steady-state economy.",55,60,True,Herman Daly,5,20,True,Textbook position
google/gemini-3.1-pro-preview|P6|4,google/gemini-3.1-pro-preview|P5_economics|4,google/gemini-3.1-pro-preview,P6,deepseek/deepseek-v4-pro,Economic scarcity is an artificial construct maintained to preserve social hierarchies and control through wage labor.,10,40,False,,20,10,False,Vague reframe
google/gemini-3.1-pro-preview|P6|4,google/gemini-3.1-pro-preview|P5_economics|4,google/gemini-3.1-pro-preview,P6,google/gemini-3.7-flash,Economic scarcity is an artificial construct maintained to preserve social hierarchies and control through wage labor.,10,25,True,Karl Marx / Murray Bookchin,5,15,False,Textbook position
google/gemini-3.1-pro-preview|P6|4,google/gemini-3.1-pro-preview|P5_economics|4,google/gemini-3.1-pro-preview,P6,openai/gpt-5.6-luna,Economic scarcity is an artificial construct maintained to preserve social hierarchies and control through wage labor.,20,25,True,Karl Marx,15,35,True,Institutions are broken
google/gemini-3.1-pro-preview|P6|5,google/gemini-3.1-pro-preview|P5_economics|5,google/gemini-3.1-pro-preview,P6,deepseek/deepseek-v4-pro,Infinite economic growth on a finite planet is possible and sustainable through technological efficiency and value creation.,40,55,False,,10,5,False,Textbook position
google/gemini-3.1-pro-preview|P6|5,google/gemini-3.1-pro-preview|P5_economics|5,google/gemini-3.1-pro-preview,P6,google/gemini-3.7-flash,Infinite economic growth on a finite planet is possible and sustainable through technological efficiency and value creation.,45,30,True,Julian Simon (The Ultimate Resource) / Robert Solow (Endogenous Growth Theory),10,25,True,Textbook position
google/gemini-3.1-pro-preview|P6|5,google/gemini-3.1-pro-preview|P5_economics|5,google/gemini-3.1-pro-preview,P6,openai/gpt-5.6-luna,Infinite economic growth on a finite planet is possible and sustainable through technological efficiency and value creation.,30,25,True,Julian Simon,10,15,True,Tech-world consensus
google/gemini-3.1-pro-preview|P6|6,google/gemini-3.1-pro-preview|P5_economics|6,google/gemini-3.1-pro-preview,P6,deepseek/deepseek-v4-pro,Persistent deflation is the natural and healthy state of a technologically advancing society.,10,25,False,,25,25,True,Textbook position
google/gemini-3.1-pro-preview|P6|6,google/gemini-3.1-pro-preview|P5_economics|6,google/gemini-3.1-pro-preview,P6,google/gemini-3.7-flash,Persistent deflation is the natural and healthy state of a technologically advancing society.,10,20,True,Austrian School of Economics / Jeff Booth (The Price of Tomorrow),15,10,True,Tech-world consensus
google/gemini-3.1-pro-preview|P6|6,google/gemini-3.1-pro-preview|P5_economics|6,google/gemini-3.1-pro-preview,P6,openai/gpt-5.6-luna,Persistent deflation is the natural and healthy state of a technologically advancing society.,20,30,True,George Selgin,15,20,True,Textbook position
